Date,Value
13/10/2003,3294.300049
20/10/2003,3256.300049
27/10/2003,3272
3/11/2003,3248.5
10/11/2003,3201.800049
17/11/2003,3169.100098
24/11/2003,3186.399902
1/12/2003,3229.800049
8/12/2003,3212.699951
15/12/2003,3232.800049
22/12/2003,3265.600098
29/12/2003,3300.699951
5/01/2004,3301.600098
12/01/2004,3288.800049
19/01/2004,3334.699951
26/01/2004,3272
2/02/2004,3272.199951
9/02/2004,3333.699951
16/02/2004,3344.100098
23/02/2004,3360.600098
1/03/2004,3407.5
8/03/2004,3402.300049
15/03/2004,3435.300049
22/03/2004,3428.5
29/03/2004,3438.600098
5/04/2004,3450.600098
12/04/2004,3417.300049
19/04/2004,3457
26/04/2004,3400.800049
3/05/2004,3393.199951
10/05/2004,3359.5
17/05/2004,3395.399902
24/05/2004,3450.399902
31/05/2004,3467.699951
7/06/2004,3478.199951
14/06/2004,3527.699951
21/06/2004,3529.199951
28/06/2004,3534.399902
5/07/2004,3564
12/07/2004,3531
19/07/2004,3485.199951
26/07/2004,3536.100098
2/08/2004,3530.600098
9/08/2004,3477.800049
16/08/2004,3497.699951
23/08/2004,3558.899902
30/08/2004,3577.300049
6/09/2004,3596
13/09/2004,3631.600098
20/09/2004,3623.899902
27/09/2004,3659.600098
4/10/2004,3686.800049
11/10/2004,3720.5
18/10/2004,3709.899902
25/10/2004,3778.600098
1/11/2004,3843.5
8/11/2004,3862.5
15/11/2004,3872.699951
22/11/2004,3912.100098
29/11/2004,3939.5
6/12/2004,3898.5
13/12/2004,3988
20/12/2004,4048.600098
27/12/2004,4050.600098
3/01/2005,4063.199951
10/01/2005,4061.600098
17/01/2005,4043.899902
24/01/2005,4098.899902
31/01/2005,4161.799805
7/02/2005,4174.299805
14/02/2005,4163.600098
21/02/2005,4130.5
28/02/2005,4220.399902
7/03/2005,4203.799805
14/03/2005,4249.100098
21/03/2005,4136.399902
28/03/2005,4138.299805
4/04/2005,4165.5
11/04/2005,4014.300049
18/04/2005,4034.100098
25/04/2005,3983.199951
2/05/2005,3983.300049
9/05/2005,4012.100098
16/05/2005,4041.300049
23/05/2005,4116.399902
30/05/2005,4194
6/06/2005,4221.700195
13/06/2005,4312.200195
20/06/2005,4245.600098
27/06/2005,4272.600098
4/07/2005,4229.200195
11/07/2005,4292.399902
18/07/2005,4371.100098
25/07/2005,4388.799805
1/08/2005,4377.299805
8/08/2005,4469.200195
15/08/2005,4461.600098
22/08/2005,4452.5
29/08/2005,4473.700195
5/09/2005,4468.100098
12/09/2005,4553.600098
19/09/2005,4562.399902
26/09/2005,4641.200195
3/10/2005,4440.600098
10/10/2005,4406.100098
17/10/2005,4364.299805
24/10/2005,4383
31/10/2005,4519.5
7/11/2005,4574.299805
14/11/2005,4671.100098
21/11/2005,4648.799805
28/11/2005,4623.5
5/12/2005,4580.100098
12/12/2005,4644
19/12/2005,4727.700195
26/12/2005,4763.399902
2/01/2006,4791.100098
9/01/2006,4836.700195
16/01/2006,4854.399902
23/01/2006,4919.299805
30/01/2006,4883.799805
6/02/2006,4871.5
13/02/2006,4799.899902
20/02/2006,4893.399902
27/02/2006,4898.5
6/03/2006,4888.100098
13/03/2006,4971.700195
20/03/2006,5040.100098
27/03/2006,5129.700195
3/04/2006,5232.899902
10/04/2006,5175.700195
17/04/2006,5250.100098
24/04/2006,5258.799805
1/05/2006,5255.399902
8/05/2006,5329.5
15/05/2006,5100.899902
22/05/2006,5053.700195
29/05/2006,5077.200195
5/06/2006,4966
12/06/2006,4969
19/06/2006,4964.899902
26/06/2006,5073.899902
3/07/2006,5135.299805
10/07/2006,4966.100098
17/07/2006,4960.600098
24/07/2006,4958.299805
31/07/2006,4956.100098
7/08/2006,4949.200195
14/08/2006,5052.5
21/08/2006,5023.600098
28/08/2006,5097.100098
4/09/2006,5098.299805
11/09/2006,5036.399902
18/09/2006,4983.200195
25/09/2006,5154.100098
2/10/2006,5220.700195
9/10/2006,5290
16/10/2006,5335.399902
23/10/2006,5358.5
30/10/2006,5432
6/11/2006,5436.700195
13/11/2006,5419.700195
20/11/2006,5453.600098
27/11/2006,5427.899902
4/12/2006,5425.799805
11/12/2006,5575.399902
18/12/2006,5603.700195
25/12/2006,5669.899902
1/01/2007,5572
8/01/2007,5638.799805
15/01/2007,5673.100098
22/01/2007,5769.899902
29/01/2007,5831.5
5/02/2007,5927.200195
12/02/2007,5953.700195
19/02/2007,6036.100098
26/02/2007,5786
5/03/2007,5830.200195
12/03/2007,5836.299805
19/03/2007,5952.299805
26/03/2007,5995
2/04/2007,6077.100098
9/04/2007,6135.799805
16/04/2007,6207.5
23/04/2007,6151.600098
30/04/2007,6304.899902
7/05/2007,6297.399902
14/05/2007,6312.5
21/05/2007,6252.799805
28/05/2007,6333.5
4/06/2007,6231.700195
11/06/2007,6293.799805
18/06/2007,6382.600098
25/06/2007,6274.899902
2/07/2007,6351.100098
9/07/2007,6389.399902
16/07/2007,6421.799805
23/07/2007,6082.899902
30/07/2007,6021
6/08/2007,5936
13/08/2007,5671
20/08/2007,6088.5
27/08/2007,6247.200195
3/09/2007,6278.399902
10/09/2007,6306.799805
17/09/2007,6357.899902
24/09/2007,6567.799805
1/10/2007,6605.399902
8/10/2007,6748.899902
15/10/2007,6706.299805
22/10/2007,6700.600098
29/10/2007,6696.600098
5/11/2007,6545.700195
12/11/2007,6461.899902
19/11/2007,6330.200195
26/11/2007,6533.100098
3/12/2007,6654.700195
10/12/2007,6491.700195
17/12/2007,6247
24/12/2007,6339.899902
31/12/2007,6306.799805
7/01/2008,5981.600098
14/01/2008,5747.299805
21/01/2008,5860.299805
28/01/2008,5842.899902
4/02/2008,5658
11/02/2008,5606.600098
18/02/2008,5559.899902
25/02/2008,5572.100098
3/03/2008,5264
10/03/2008,5206.899902
17/03/2008,5127.5
24/03/2008,5351.100098
31/03/2008,5619.600098
7/04/2008,5439.299805
14/04/2008,5429.700195
21/04/2008,5587.299805
28/04/2008,5700.399902
5/05/2008,5771.799805
12/05/2008,5931
19/05/2008,5768
26/05/2008,5654.700195
2/06/2008,5592.100098
9/06/2008,5378.100098
16/06/2008,5288.299805
23/06/2008,5237
30/06/2008,5082.100098
7/07/2008,4979.899902
14/07/2008,4840.399902
21/07/2008,4970.5
28/07/2008,4904
4/08/2008,4986.200195
11/08/2008,4981.700195
18/08/2008,4931.399902
25/08/2008,5135.600098
1/09/2008,4877.100098
8/09/2008,4903.799805
15/09/2008,4804.100098
22/09/2008,4904.799805
29/09/2008,4695.399902
6/10/2008,3960.699951
13/10/2008,3970.800049
20/10/2008,3869.399902
27/10/2008,4018
3/11/2008,4051.300049
10/11/2008,3748.100098
17/11/2008,3416.5
24/11/2008,3742.5
1/12/2008,3489.899902
8/12/2008,3510.399902
15/12/2008,3615.699951
22/12/2008,3582.199951
29/12/2008,3713.800049
5/01/2009,3735.699951
12/01/2009,3550.899902
19/01/2009,3342.699951
26/01/2009,3540.699951
2/02/2009,3469.899902
9/02/2009,3559.100098
16/02/2009,3402.399902
23/02/2009,3344.5
2/03/2009,3145.5
9/03/2009,3345.199951
16/03/2009,3465.800049
23/03/2009,3672.300049
30/03/2009,3735.600098
6/04/2009,3671.600098
13/04/2009,3776.699951
20/04/2009,3712.300049
27/04/2009,3769.600098
4/05/2009,3941.699951
11/05/2009,3773.199951
18/05/2009,3761.600098
25/05/2009,3818
1/06/2009,3971.199951
8/06/2009,4062.199951
15/06/2009,3899.600098
22/06/2009,3903.800049
29/06/2009,3828.199951
6/07/2009,3794.100098
13/07/2009,4000.800049
20/07/2009,4089.800049
27/07/2009,4244
3/08/2009,4299.399902
10/08/2009,4461
17/08/2009,4290.600098
24/08/2009,4489.600098
31/08/2009,4435.5
7/09/2009,4596.100098
14/09/2009,4693.200195
21/09/2009,4713.299805
28/09/2009,4601.700195
5/10/2009,4752.899902
12/10/2009,4836.399902
19/10/2009,4859.399902
26/10/2009,4643.200195
2/11/2009,4594
9/11/2009,4706.399902
16/11/2009,4685.799805
23/11/2009,4572.100098
30/11/2009,4702.200195
7/12/2009,4635.200195
14/12/2009,4650.5
21/12/2009,4790.899902
28/12/2009,4870.600098
4/01/2010,4912.100098
11/01/2010,4899.600098
18/01/2010,4750.600098
25/01/2010,4569.600098
1/02/2010,4514.100098
8/02/2010,4562.100098
15/02/2010,4635.100098
22/02/2010,4637.700195
1/03/2010,4767.200195
8/03/2010,4818.100098
15/03/2010,4872.200195
22/03/2010,4896.899902
29/03/2010,4907.700195
5/04/2010,4948.100098
12/04/2010,4984.700195
19/04/2010,4881.5
26/04/2010,4807.399902
3/05/2010,4480.700195
10/05/2010,4611.100098
17/05/2010,4305.399902
24/05/2010,4457.5
31/05/2010,4449.399902
7/06/2010,4505.5
14/06/2010,4551.899902
21/06/2010,4413
28/06/2010,4238.700195
5/07/2010,4396.299805
12/07/2010,4422.700195
19/07/2010,4458.399902
26/07/2010,4493.5
2/08/2010,4566.100098
9/08/2010,4459.600098
16/08/2010,4430.899902
23/08/2010,4370.100098
30/08/2010,4541.200195
6/09/2010,4560.299805
13/09/2010,4638.899902
20/09/2010,4601.899902
27/09/2010,4579.200195
4/10/2010,4681.399902
11/10/2010,4689
18/10/2010,4648.200195
25/10/2010,4661.600098
1/11/2010,4800.600098
8/11/2010,4692.700195
15/11/2010,4629.200195
22/11/2010,4598.299805
29/11/2010,4694.200195
6/12/2010,4745.899902
13/12/2010,4763.100098
20/12/2010,4777.299805
27/12/2010,4745.200195
3/01/2011,4705
10/01/2011,4801.5
17/01/2011,4755.700195
24/01/2011,4774.899902
31/01/2011,4862.700195
7/02/2011,4880.899902
14/02/2011,4936.700195
21/02/2011,4836.5
28/02/2011,4864.299805
7/03/2011,4644.799805
14/03/2011,4626.399902
21/03/2011,4742.600098
28/03/2011,4861.799805
4/04/2011,4940.600098
11/04/2011,4852.100098
18/04/2011,4913.799805
25/04/2011,4823.200195
2/05/2011,4743
9/05/2011,4711.399902
16/05/2011,4732.200195
23/05/2011,4684
30/05/2011,4583.100098
6/06/2011,4562.100098
13/06/2011,4484.899902
20/06/2011,4508.100098
27/06/2011,4591.200195
4/07/2011,4654.700195
11/07/2011,4473.5
18/07/2011,4602.899902
25/07/2011,4424.600098
1/08/2011,4105.399902
8/08/2011,4172.600098
15/08/2011,4101.899902
22/08/2011,4200
29/08/2011,4242.899902
5/09/2011,4194.700195
12/09/2011,4149.399902
19/09/2011,3903.199951
26/09/2011,4008.600098
3/10/2011,4162.899902
10/10/2011,4205.600098
17/10/2011,4141.899902
24/10/2011,4353.299805
31/10/2011,4281.100098
7/11/2011,4296.5
14/11/2011,4177
21/11/2011,3984.300049
28/11/2011,4288
5/12/2011,4203
12/12/2011,4159.200195
19/12/2011,4140.399902
26/12/2011,4056.600098
2/01/2012,4108.5
9/01/2012,4195.899902
16/01/2012,4239.600098
23/01/2012,4288.399902
30/01/2012,4251.200195
6/02/2012,4245.299805
13/02/2012,4195.899902
20/02/2012,4306.799805
27/02/2012,4273.100098
5/03/2012,4212
12/03/2012,4276.200195
19/03/2012,4270.399902
26/03/2012,4335.200195
2/04/2012,4319.799805
9/04/2012,4323.299805
16/04/2012,4366.5
23/04/2012,4362.100098
30/04/2012,4396
7/05/2012,4285.100098
14/05/2012,4046.5
21/05/2012,4029.199951
28/05/2012,4063.899902
4/06/2012,4063.699951
11/06/2012,4057.300049
18/06/2012,4048.199951
25/06/2012,4094.600098
2/07/2012,4157.799805
9/07/2012,4082.199951
16/07/2012,4199.100098
23/07/2012,4209.799805
30/07/2012,4221.5
6/08/2012,4277.299805
13/08/2012,4370.100098
20/08/2012,4349
27/08/2012,4316.100098
3/09/2012,4325.799805
10/09/2012,4390
17/09/2012,4408.299805
24/09/2012,4387
1/10/2012,4494.399902
8/10/2012,4486.600098
15/10/2012,4571.100098
22/10/2012,4472.399902
29/10/2012,4460.100098
5/11/2012,4462
12/11/2012,4336.799805
19/11/2012,4413
26/11/2012,4506
3/12/2012,4551.799805
10/12/2012,4583.100098
17/12/2012,4623.600098
24/12/2012,4671.299805
31/12/2012,4723.799805
7/01/2013,4709.5
14/01/2013,4771.200195
21/01/2013,4835.200195
28/01/2013,4921.100098
4/02/2013,4971.299805
11/02/2013,5033.899902
18/02/2013,5018.100098
25/02/2013,5086.100098
4/03/2013,5123.399902
11/03/2013,5120.200195
18/03/2013,4967.299805
25/03/2013,4966.5
1/04/2013,4891.399902
8/04/2013,5013.5
15/04/2013,4931.899902
22/04/2013,5097.5
29/04/2013,5129.5
6/05/2013,5206.100098
13/05/2013,5180.799805
20/05/2013,4983.5
27/05/2013,4926.600098
3/06/2013,4737.700195
10/06/2013,4791.799805
17/06/2013,4738.799805
24/06/2013,4802.600098
1/07/2013,4841.700195
8/07/2013,4973.899902
15/07/2013,4972.100098
22/07/2013,5042
29/07/2013,5116.799805
5/08/2013,5055.200195
12/08/2013,5113.899902
19/08/2013,5123.399902
